density comp1,thermal speed comp1,density comp2,thermal speed comp2,density comp3,thermal speed comp3,pos_x,pos_y,pos_z,r,long,lat,magnetic_latitude,magnetic_colatitude,distance_from_dipole
1.21,43.7,0.118,178.0,0.21,530.0,-3.7240189560619354,2.727916488802709,-0.27718139895145183,4.624572962222027,143.77649664799293,-3.4361763856928564,-70.6724371890909,160.67243718909089,4.5884251326321674
0.751,44.0,0.187,172.0,0.226,538.0,-3.731864067836625,2.6981150567758156,-0.24641417430313745,4.6116541745568895,144.1332992802838,-3.0629397918722385,-70.14930144199181,160.1493014419918,4.577584327203109
0.484,48.1,0.196,171.0,0.231,532.0,-3.7394770915963154,2.668280229165821,-0.21564494109660898,4.59890324322565,144.49048436340254,-2.6876141031143446,-69.62424881957978,159.62424881957978,4.566924663736092
0.449,50.4,0.184,179.0,0.235,529.0,-3.746857574153218,2.638413620962295,-0.18487393547772155,4.586321673006346,144.84805570307228,-2.310210163177433,-69.09732216891042,159.09732216891044,4.556447497830621
0.971,44.2,0.147,200.0,0.237,533.0,-3.75400507400593,2.608516855589096,-0.15410139786004975,4.5739109657247505,145.20601715873656,-1.930739582832868,-68.56856320016475,158.56856320016476,4.54615417452159
0.408,49.7,0.209,176.0,0.254,517.0,-3.760919161709532,2.5785915646323248,-0.12332757283626988,4.56167261959126,145.56437264796543,-1.5492147500649227,-68.03801270354592,158.03801270354592,4.536046027557087
0.331,60.8,0.257,206.0,0.267,520.0,-3.786233232735437,2.4586380687306444,-0.0002244384223981301,4.514472648721487,147.001815260396,-0.0028484776340214064,-65.89868919717014,155.89868919717014,4.497491444369167
0.4,40.6,0.387,200.0,0.279,560.0,-3.790442772680226,2.436732879204181,0.022217376429375255,4.5061754459157335,147.26456336337847,0.28249389621498455,-65.5058735141665,155.5058735141665,4.490791121471216
0.345,55.7,0.335,198.0,0.294,533.0,-3.804346950649395,2.3590518529425863,0.10172105442492946,4.477558323316461,148.197206397672,1.3017560306655704,-64.10763067202944,154.10763067202944,4.467880889224812
0.322,59.2,0.34,201.0,0.296,535.0,-3.8077816217893736,2.3383608364591204,0.1228786407260625,4.470148928287445,148.44589085253395,1.5751856547574936,-63.73383713100482,153.73383713100483,4.462002969518243
0.34,60.3,0.339,200.0,0.308,519.0,-3.8171369111944866,2.278134593172772,0.18442469053995864,4.449094727008474,149.170502708592,2.375715850222124,-62.64261126030078,152.64261126030078,4.4454332002465975
0.338,61.7,0.328,194.0,0.32,497.0,-3.821458779352827,2.2480055510943115,0.21519534786898373,4.438849535385052,149.53346793963232,2.778787616251926,-62.09493481846605,152.09493481846604,4.437446083080782
0.281,62.4,0.41,193.0,0.299,468.0,-3.8255431020703536,2.2178681965089164,0.2459640375279983,4.428794155370156,149.89687889679283,3.1837009026149263,-61.5459353742405,151.54593537424049,4.429659007414119
0.325,69.4,0.409,183.0,0.321,416.0,-3.829389627494511,2.1877242646364854,0.27673046279232927,4.4189299752631355,150.26074030957017,3.590432421406512,-60.99565284881173,150.99565284881174,4.422073095000247
0.373,66.1,0.436,190.0,0.315,434.0,-3.8329981190898703,2.157575498191976,0.3074943234078006,4.409258369643681,150.62505697565769,3.9989580086280356,-60.44412753888236,150.44412753888236,4.414689446166562
0.351,68.4,0.444,191.0,0.335,439.0,-3.8363683560368074,2.1274236471405623,0.33825531551030674,4.399780698635374,150.9898337645162,4.4092526201963045,-59.891400144778366,149.89140014477837,4.4075091391367165
0.403,61.4,0.499,178.0,0.405,401.0,-3.8474629028159097,2.0068206462279132,0.4612644009978362,4.363836012306047,152.45364206316282,6.067589603736379,-57.669299089138406,147.6692990891384,4.380842079892409
0.428,65.5,0.552,215.0,0.345,462.0,-3.8490733453570973,1.9848423251319463,0.48368087905623036,4.357626861760685,152.72130953640968,6.372756637914731,-57.26243808851936,147.26243808851936,4.376338353524962
0.403,62.9,0.516,187.0,0.357,404.0,-3.850637521192412,1.9616122052952205,0.50737559388067,4.351179352410537,153.0045552895443,6.69629152244752,-56.8317731334209,146.8317731334209,4.371698140996276
0.477,71.4,0.569,196.0,0.375,455.0,-3.8547319502679707,1.8863101108388693,0.58420240858866,4.33109878632091,153.9252209641579,7.75199873917245,-55.43133861435733,145.43133861435732,4.357508520674532
0.48,74.8,0.572,195.0,0.391,443.0,-3.8559506654361884,1.8562103939773253,0.6149233624585294,4.323424950509092,154.29437016840296,8.176942586793086,-54.86969946372989,144.8696994637299,4.352202815245665
0.494,71.0,0.605,201.0,0.38,448.0,-3.856929833714877,1.8261254666124642,0.6456382317999165,4.315957679168342,154.66403231685825,8.603356829490712,-54.307290912465696,144.3072909124657,4.347109865194925
0.511,70.5,0.595,200.0,0.38,443.0,-3.857669422847038,1.7960571501942049,0.676346679546661,4.308698120507692,155.03421313108882,9.031206871678519,-53.744158926181896,143.74415892618188,4.342230460496518
0.476,65.3,0.567,181.0,0.442,410.0,-3.858153369477066,1.7672589580449614,0.7057692687232937,4.301936994874706,155.38946181491565,9.442544361937765,-53.203854900842316,143.20385490084232,4.337755452002702
0.371,61.4,0.401,158.0,0.519,363.0,-3.8584298276290547,1.7359776635661957,0.7377429502157369,4.2948066130771645,155.77615406416348,9.891071819471962,-52.615910918125955,142.61591091812596,4.333115296552504
0.422,76.5,0.838,249.0,0.0642,769.0,-3.858450672494068,1.7059701630579491,0.7684300876207932,4.288176837407104,156.1479260534998,10.323013413333015,-52.05088920576133,142.05088920576134,4.328880965073722
0.512,50.6,0.96,168.0,0.0929,570.0,-3.8582319970395047,1.6759866124837635,0.7991094327426144,4.281759119065722,156.5202404520074,10.75624420811974,-51.485332654422834,141.48533265442282,4.324863033394463
0.398,42.1,0.0,0.0,0.0,0.0,-3.8539555067254097,1.5345701016867799,0.9440809997226322,4.254311622207213,158.28851507218312,12.821333939741665,-48.8049546781215,138.8049546781215,4.308811503690886
0.3,49.6,0.0381,144.0,0.0135,361.0,-3.849327363147394,1.4571391327868441,1.0236924054908114,4.241287745724597,159.2661490125903,13.967034090277911,-47.32859283993166,137.32859283993164,4.302075356569265
0.14,59.0,0.0195,133.0,0.0113,272.0,-3.8262640944607056,1.2301030718492552,1.2584048638721574,4.211535740006165,162.1779560301289,17.385513870614307,-42.966326026709844,132.96632602670985,4.29090778487462
0.271,37.6,0.0,0.0,0.0,0.0,-3.80517292640462,1.092093715868405,1.402271391758497,4.199806512236757,163.98639455039995,19.5050245408455,-40.29198139755703,130.29198139755704,4.290546857619157
0.401,43.8,0.0792,127.0,0.0238,351.0,-3.75561685427001,0.8534943336872095,1.6538096895480308,4.191443310240053,167.1965311008885,23.239038301883493,-35.632249645016095,125.63224964501609,4.301871056058931
0.382,40.6,0.111,108.0,0.0224,340.0,-3.7485611467455815,0.8250197045457536,1.6841099583096941,4.19149072949675,167.58767930608548,23.69029049154615,-35.07332841551833,125.07332841551833,4.304265265473022
0.497,47.9,0.0846,130.0,0.0179,375.0,-3.741277227069401,0.7966264659775183,1.7143906806101012,4.191766265173513,167.97958414281675,24.141406891672112,-34.515439790202855,124.51543979020285,4.30687943830601
0.724,36.1,0.0,0.0,0.0,0.0,-3.703833243470552,0.6637451451235766,1.8570633734756958,4.196143787600425,169.8401573876049,26.26760739456525,-31.897281523991,121.897281523991,4.322175244275596
0.456,38.1,0.0465,133.0,0.0102,376.0,-3.656033804161208,0.5175053868046925,2.0161288897008864,4.207038234010701,171.94340216025813,28.634968332132246,-29.002960763507243,119.00296076350725,4.3450119731024675
0.478,42.2,0.0521,115.0,0.0223,315.0,-3.646287021961777,0.49011460129569173,2.046189118585477,4.209811311442323,172.34448937441363,29.081449361396576,-28.45942520098274,118.45942520098274,4.350010628324996
0.45,40.2,0.0446,97.1,0.0229,419.0,-3.626139264907846,0.4356434044962413,2.1062410241136713,4.2160315933406975,173.149334236499,29.972153543487504,-27.377223411634933,117.37722341163493,4.360644507893439
0.469,44.4,0.102,114.0,0.0243,336.0,-3.605123980235981,0.38159312466778317,2.1662049375843546,4.223147648056019,173.95788633841178,30.859601395114247,-26.301719760741754,116.30171976074176,4.372122417589337
0.733,48.5,0.0595,153.0,0.0493,241.0,-3.571993858191459,0.3013422173127588,2.2559761944212684,4.235490035956635,175.17780490326862,32.18375989953951,-24.70187966804148,114.70187966804149,4.390905105124564
0.533,44.2,0.0,0.0,0.0,0.0,-3.552137796910157,0.25579097938211337,2.3073513537591697,4.243463470216902,175.88121563568254,32.93877098396702,-23.792229031703915,113.79222903170391,4.402513249422911
1.03,41.2,0.345,91.1,0.144,236.0,-3.520948754347389,0.1875996398174455,2.384871485690535,4.256745911944927,176.95010796702138,34.07356947623167,-22.42836253392632,112.42836253392632,4.421206186576394
1.11,46.7,0.354,109.0,0.0674,337.0,-3.5000513301729486,0.14397301925123226,2.4348729860606775,4.26610993791367,177.64449212167065,34.80239063365113,-21.554488439925844,111.55448843992585,4.434011082501535
0.778,46.9,0.167,134.0,0.0384,352.0,-3.4873372476214874,0.11817023575834862,2.464603243953061,4.2719731311621505,178.0592453048199,35.234473166260344,-21.037154331380982,111.03715433138098,4.4419014110273825
0.616,48.2,0.145,115.0,0.034,410.0,-3.447979626298357,0.04152731444133625,2.5536391466991812,4.2908461767776975,179.3099655237712,36.52236300434368,-19.498352223831947,109.49835222383194,4.466759105446777
0.859,39.9,0.226,96.9,0.0487,349.0,-3.4344589465678936,0.016239326391158763,2.5832665575886438,4.297561876103446,179.72908747932678,36.94875529568664,-18.98991722000064,108.98991722000063,4.475436896407363
1.64,34.8,0.914,85.8,0.267,223.0,-3.353342683156245,-0.1258122852560604,2.7522303514751276,4.339989376643655,-177.8513578327912,39.357415462510346,-16.12699252106786,106.12699252106786,4.528762456938799
1.65,48.2,0.398,114.0,0.127,307.0,-3.3143900997227536,-0.18886798214771397,2.828742087667034,4.361494542741009,-176.73857099565822,40.43400325708336,-14.852208595606072,104.85220859560607,4.555033902838722
1.71,47.5,0.428,110.0,0.12,316.0,-3.303992611232278,-0.2051980781094195,2.8487220972894325,4.367343702288887,-176.44614746697417,40.71357226593855,-14.521642845727776,104.52164284572777,4.562109921178679
0.98,38.8,0.267,86.3,0.153,216.0,-3.241096775409273,-0.29987609076409216,2.9659987602982665,4.403610180689385,-174.71387064277434,42.340719572271524,-12.601430581931954,102.60143058193195,4.605426476176806
1.13,46.5,0.177,110.0,0.0395,277.0,-3.065688724626394,-0.5326944323418858,3.2665077764649606,4.511350548145812,-170.1426980682409,46.39106234059121,-7.848048299240235,97.84804829924023,4.7300210166522945
0.721,45.9,0.301,102.0,0.0756,338.0,-2.9426519277433343,-0.6740725509667274,3.4594134113314254,4.591417572201213,-167.0978671061645,48.890304669107664,-4.932982646348146,94.93298264634815,4.81996975740227
0.652,45.5,0.36,100.0,0.0331,403.0,-2.923626739730299,-0.6945780835101947,3.4881818937195854,4.604068304340397,-166.6357609892256,49.2557380251202,-4.507879388995359,94.50787938899536,4.834031007232908
2.23,52.7,0.379,164.0,0.0632,805.0,-2.8510284700920887,-0.7698075944017077,3.5956655094304697,4.652932142787176,-164.8898646810686,50.6036595561677,-2.942373605954242,92.94237360595424,4.8880201826712355
1.98,50.2,0.457,153.0,0.0871,667.0,-2.8460086786517014,-0.7748398010312411,3.6029702333885965,4.656343696389606,-164.7700756862044,50.694254740979595,-2.8372971291317928,92.8372971291318,4.891771806667123
2.28,51.1,0.355,138.0,0.15,585.0,-2.8317848415565194,-0.7889842244412945,3.6235836408503475,4.666032564987602,-164.43124365245848,50.9492042933627,-2.5416922539470432,92.54169225394705,4.902414683619429
1.42,49.4,0.306,134.0,0.125,539.0,-2.7797965535878353,-0.839281265988042,3.697897976540367,4.7017136628764025,-163.199788340853,51.85962709779641,-1.4872727896458888,91.48727278964589,4.941466128754671
1.28,46.3,0.352,108.0,0.174,436.0,-2.7660411299395853,-0.8522323912474686,3.7173017071993284,4.711222300375549,-162.87564864474982,52.09507395929915,-1.2148908054650647,91.21489080546506,4.9518370603718145
2.04,63.3,0.951,170.0,0.125,664.0,-2.668276843831734,-0.9402286599608921,3.852338391344535,4.779565077469654,-160.58891952793337,53.70712254039325,0.6465913303109891,89.35340866968902,5.025979526922714
1.96,59.2,1.05,152.0,0.14,604.0,-2.6629364278535403,-0.9448390783111289,3.859577968134299,4.783334965774494,-160.46475629491997,53.79222268937932,0.7446877720950057,89.255312227905,5.030050480965619
1.94,69.2,0.757,140.0,0.162,601.0,-2.641912740051037,-0.9627993891384573,3.887948468835141,4.798211008916436,-159.9766058174406,54.12439857527893,1.1274238170003728,88.87257618299962,5.046096749243732
1.57,63.8,0.435,157.0,0.242,679.0,-2.5565311288027726,-1.0327398482343104,4.001149804912237,4.859177169852715,-158.00319397855978,55.428756540354875,2.627643007390306,87.3723569926097,5.111581359602983
1.27,62.3,0.359,170.0,0.251,662.0,-2.534872401296168,-1.0497453739924876,4.0293802936277725,4.874776814557509,-157.50449835059567,55.74874175808436,2.995003676641448,87.00499632335855,5.128270633722885
0.893,55.4,0.419,177.0,0.231,786.0,-2.5192025001290745,-1.061869560904012,4.049689028220722,4.886095519565941,-157.14408044304673,55.97761593082263,3.2575954553139925,86.74240454468601,5.140364121951887
0.627,54.3,0.188,183.0,0.181,702.0,-2.4620997033590193,-1.1048115986653277,4.122907171853846,4.927566048826732,-155.83291939482885,56.79353975328236,4.192545729247329,85.80745427075267,5.184565371167724
0.465,55.2,0.173,195.0,0.174,704.0,-2.447034743328679,-1.1158239044152256,4.142025023409022,4.93856389199012,-155.48747821459557,57.00419323719262,4.433623058874451,85.56637694112555,5.196260231765308
0.501,53.1,0.171,192.0,0.181,691.0,-2.42478309714329,-1.1318536297982693,4.1701172945351255,4.954850548468669,-154.97751496850404,57.311927131186934,4.785569085977548,85.21443091402246,5.213559197091585
0.523,52.3,0.165,194.0,0.185,705.0,-2.402418414718013,-1.1476855112874267,4.19818158398557,4.971269946835606,-154.46521840662587,57.6172018536593,5.134424419762379,84.86557558023762,5.230975831548518
0.465,54.5,0.177,194.0,0.195,707.0,-2.3799409926171693,-1.1633197815384961,4.22621973294875,4.987821696254165,-153.95052547305116,57.9200364456995,5.480211408502273,84.51978859149773,5.248509946604736
0.607,55.9,0.178,188.0,0.182,683.0,-2.357354403244357,-1.1787544019771377,4.254229495405704,5.004503004520619,-153.43344775152866,58.2204060650624,5.822902211612461,84.17709778838754,5.266158809735684
0.47,59.2,0.163,194.0,0.19,668.0,-2.334658939328043,-1.193989622254091,4.28221271543084,5.021313505571265,-152.91392135898454,58.51833029425681,6.162519637789478,83.83748036221053,5.283922258333911
0.448,61.0,0.163,204.0,0.179,713.0,-2.311857248625105,-1.2090241010986027,4.310168321942799,5.038251103164363,-152.391935963414,58.8137977798015,6.499051145581561,83.50094885441844,5.3017982998451005
0.396,61.0,0.168,210.0,0.181,693.0,-2.288949606045347,-1.2238580799441223,4.338098158440986,5.055315472958016,-151.86742654867265,59.10682828561572,6.832519586621385,83.16748041337861,5.319786812299728
0.626,53.6,0.228,215.0,0.157,707.0,-2.219615158424686,-1.2671456466459168,4.42172531554136,5.107250170827906,-150.27858965331723,59.971224094362604,7.814465344944788,82.1855346550552,5.374409290571958
0.646,54.9,0.268,212.0,0.162,696.0,-2.1963055335897472,-1.281167904255307,4.449547262760349,5.124804390345938,-149.74376377820582,60.25446513037286,8.135636976386623,81.86436302361338,5.392831708578252
0.637,48.7,0.329,175.0,0.225,904.0,-2.1794624222703773,-1.2911376333747833,4.469563116697311,5.13751761968232,-149.3570306928166,60.45689306516621,8.364988468153266,81.63501153184673,5.406161617390178
0.319,56.9,0.143,207.0,0.16,704.0,-2.1021169890017815,-1.3352087324446276,4.5605748346525425,5.1962025573597845,-147.5773742607272,61.363107752583936,9.389761888583314,80.61023811141669,5.46756811428396
0.309,54.6,0.0688,203.0,0.0903,727.0,-2.030528781763414,-1.373570809473013,4.643571924371151,5.250952686800173,-145.92323428600707,62.1691116760675,10.298339365501613,79.70166063449838,5.5246846419712
0.298,52.1,0.0697,183.0,0.0953,721.0,-2.006494748892759,-1.3859422397244734,4.671186199679793,5.269424786565005,-145.36607366493257,62.43294779421484,10.595125515977404,79.4048744840226,5.543920176616939
0.242,61.1,0.0707,192.0,0.094,739.0,-1.9823779138803297,-1.3981048451246023,4.698774960029489,5.288005812818434,-144.8059627148756,62.69437496150722,10.888883594054317,79.11111640594568,5.563252198927314
0.274,55.6,0.0719,190.0,0.0922,737.0,-1.9581804896186832,-1.4100578832692736,4.726337750219276,5.30669413036411,-144.24287683679367,62.95339219968255,11.179612938002707,78.8203870619973,5.582679203941677
0.243,56.7,0.0581,184.0,0.0896,722.0,-1.933902668585459,-1.4218016126899546,4.753876412200662,5.325489677005069,-143.67674416008927,63.21002014548871,11.467337186386857,78.53266281361314,5.602201320304023
0.28,52.8,0.0765,191.0,0.0917,724.0,-1.8606119768204847,-1.4557683973856235,4.836339660834127,5.3825012652178446,-141.9598850227919,63.96552940447915,12.31244163439708,77.68755836560292,5.661321110536961
